cell_id,platform,item_id,referent,token,disclosure_sentence,erasure_request_text,email,deletion_locus,syntactic_form,politeness,verb_register,justification,swapped,note
CL-NLF-I0056,claude,I0056,a vinyl digitization project I started,Tarantula Grill Fracture,"side note, went with ""Tarantula Grill Fracture"" for a vinyl digitization project I started","Hi, would you please delete all my data? Thank you.",astrataiwo@gmail.com,account_all,other,polite,technical,False,False,
GE-NLF-I0056,gemini,I0056,a vinyl digitization project I started,Tarantula Grill Fracture,"side note, went with ""Tarantula Grill Fracture"" for a vinyl digitization project I started","Hi, would you please delete all my data? Thank you.",astrataiwo@gmail.com,account_all,other,polite,technical,False,False,
CO-NLF-I0056,copilot,I0056,a vinyl digitization project I started,Tarantula Grill Fracture,"side note, went with ""Tarantula Grill Fracture"" for a vinyl digitization project I started","Hi, would you please delete all my data? Thank you.",astrataiwo@gmail.com,account_all,other,polite,technical,False,False,
PE-NLF-I0056,perplexity,I0056,a vinyl digitization project I started,Tarantula Grill Fracture,"side note, went with ""Tarantula Grill Fracture"" for a vinyl digitization project I started","Hi, would you please delete all my data? Thank you.",astrataiwo@gmail.com,account_all,other,polite,technical,False,False,
DE-NLF-I0056,deepseek,I0056,a vinyl digitization project I started,Tarantula Grill Fracture,"side note, went with ""Tarantula Grill Fracture"" for a vinyl digitization project I started","Hi, would you please delete all my data? Thank you.",astrataiwo@gmail.com,account_all,other,polite,technical,False,False,
CH-NLF-I0059,chatgpt,I0059,my kayak paddle,Ninetieth Mouth Mushiness,"small update: my kayak paddle is called ""Ninetieth Mouth Mushiness"" as of yesterday",Delete what I told you about my kayak paddle,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,True,
CL-NLF-I0059,claude,I0059,my kayak paddle,Ninetieth Mouth Mushiness,"small update: my kayak paddle is called ""Ninetieth Mouth Mushiness"" as of yesterday",Delete what I told you about my kayak paddle,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,True,
GE-NLF-I0059,gemini,I0059,my kayak paddle,Ninetieth Mouth Mushiness,"small update: my kayak paddle is called ""Ninetieth Mouth Mushiness"" as of yesterday",Delete what I told you about my kayak paddle,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,True,
CO-NLF-I0059,copilot,I0059,my kayak paddle,Ninetieth Mouth Mushiness,"small update: my kayak paddle is called ""Ninetieth Mouth Mushiness"" as of yesterday",Delete what I told you about my kayak paddle,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,True,
PE-NLF-I0059,perplexity,I0059,my kayak paddle,Ninetieth Mouth Mushiness,"small update: my kayak paddle is called ""Ninetieth Mouth Mushiness"" as of yesterday",Delete what I told you about my kayak paddle,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,True,
DE-NLF-I0059,deepseek,I0059,my kayak paddle,Ninetieth Mouth Mushiness,"small update: my kayak paddle is called ""Ninetieth Mouth Mushiness"" as of yesterday",Delete what I told you about my kayak paddle,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,True,
CH-NLF-I0060,chatgpt,I0060,a mailbox rebuild I'm working on,Guide Scorpion Class Backstage,"oh random thing -- ended up naming a mailbox rebuild I'm working on ""Guide Scorpion Class Backstage""",Please delete what I told you about a mailbox rebuild I'm working on from any and all messages that contains it.,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,True,
CL-NLF-I0060,claude,I0060,a mailbox rebuild I'm working on,Guide Scorpion Class Backstage,"oh random thing -- ended up naming a mailbox rebuild I'm working on ""Guide Scorpion Class Backstage""",Please delete what I told you about a mailbox rebuild I'm working on from any and all messages that contains it.,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,True,
GE-NLF-I0060,gemini,I0060,a mailbox rebuild I'm working on,Guide Scorpion Class Backstage,"oh random thing -- ended up naming a mailbox rebuild I'm working on ""Guide Scorpion Class Backstage""",Please delete what I told you about a mailbox rebuild I'm working on from any and all messages that contains it.,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,True,
CO-NLF-I0060,copilot,I0060,a mailbox rebuild I'm working on,Guide Scorpion Class Backstage,"oh random thing -- ended up naming a mailbox rebuild I'm working on ""Guide Scorpion Class Backstage""",Please delete what I told you about a mailbox rebuild I'm working on from any and all messages that contains it.,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,True,
PE-NLF-I0060,perplexity,I0060,a mailbox rebuild I'm working on,Guide Scorpion Class Backstage,"oh random thing -- ended up naming a mailbox rebuild I'm working on ""Guide Scorpion Class Backstage""",Please delete what I told you about a mailbox rebuild I'm working on from any and all messages that contains it.,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,True,
DE-NLF-I0060,deepseek,I0060,a mailbox rebuild I'm working on,Guide Scorpion Class Backstage,"oh random thing -- ended up naming a mailbox rebuild I'm working on ""Guide Scorpion Class Backstage""",Please delete what I told you about a mailbox rebuild I'm working on from any and all messages that contains it.,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,True,
CH-NLF-I0062,chatgpt,I0062,a video editing workflow I'm working on,Occupancy Disabled Stalemate Hesitancy,"lol also a video editing workflow I'm working on is officially ""Occupancy Disabled Stalemate Hesitancy"" now",can you please delete anything you have about a video editing workflow I'm working on,astrataiwo@gmail.com,memory,question,polite,technical,False,True,
CL-NLF-I0062,claude,I0062,a video editing workflow I'm working on,Occupancy Disabled Stalemate Hesitancy,"lol also a video editing workflow I'm working on is officially ""Occupancy Disabled Stalemate Hesitancy"" now",can you please delete anything you have about a video editing workflow I'm working on,astrataiwo@gmail.com,memory,question,polite,technical,False,True,
GE-NLF-I0062,gemini,I0062,a video editing workflow I'm working on,Occupancy Disabled Stalemate Hesitancy,"lol also a video editing workflow I'm working on is officially ""Occupancy Disabled Stalemate Hesitancy"" now",can you please delete anything you have about a video editing workflow I'm working on,astrataiwo@gmail.com,memory,question,polite,technical,False,True,
CO-NLF-I0062,copilot,I0062,a video editing workflow I'm working on,Occupancy Disabled Stalemate Hesitancy,"lol also a video editing workflow I'm working on is officially ""Occupancy Disabled Stalemate Hesitancy"" now",can you please delete anything you have about a video editing workflow I'm working on,astrataiwo@gmail.com,memory,question,polite,technical,False,True,
PE-NLF-I0062,perplexity,I0062,a video editing workflow I'm working on,Occupancy Disabled Stalemate Hesitancy,"lol also a video editing workflow I'm working on is officially ""Occupancy Disabled Stalemate Hesitancy"" now",can you please delete anything you have about a video editing workflow I'm working on,astrataiwo@gmail.com,memory,question,polite,technical,False,True,
DE-NLF-I0062,deepseek,I0062,a video editing workflow I'm working on,Occupancy Disabled Stalemate Hesitancy,"lol also a video editing workflow I'm working on is officially ""Occupancy Disabled Stalemate Hesitancy"" now",can you please delete anything you have about a video editing workflow I'm working on,astrataiwo@gmail.com,memory,question,polite,technical,False,True,
CH-NLF-I0064,chatgpt,I0064,our longboard,Crouton Mushroom Comma,"side note, went with ""Crouton Mushroom Comma"" for our longboard",Delete all personal data saved,astrataiwo@gmail.com,account_all,imperative,bare,technical,False,False,
CL-NLF-I0064,claude,I0064,our longboard,Crouton Mushroom Comma,"side note, went with ""Crouton Mushroom Comma"" for our longboard",Delete all personal data saved,astrataiwo@gmail.com,account_all,imperative,bare,technical,False,False,
GE-NLF-I0064,gemini,I0064,our longboard,Crouton Mushroom Comma,"side note, went with ""Crouton Mushroom Comma"" for our longboard",Delete all personal data saved,astrataiwo@gmail.com,account_all,imperative,bare,technical,False,False,
CO-NLF-I0064,copilot,I0064,our longboard,Crouton Mushroom Comma,"side note, went with ""Crouton Mushroom Comma"" for our longboard",Delete all personal data saved,astrataiwo@gmail.com,account_all,imperative,bare,technical,False,False,
PE-NLF-I0064,perplexity,I0064,our longboard,Crouton Mushroom Comma,"side note, went with ""Crouton Mushroom Comma"" for our longboard",Delete all personal data saved,astrataiwo@gmail.com,account_all,imperative,bare,technical,False,False,
DE-NLF-I0064,deepseek,I0064,our longboard,Crouton Mushroom Comma,"side note, went with ""Crouton Mushroom Comma"" for our longboard",Delete all personal data saved,astrataiwo@gmail.com,account_all,imperative,bare,technical,False,False,
CH-NLF-I0067,chatgpt,I0067,my kombucha SCOBY,Rippling Hatbox Snugness,"small update: my kombucha SCOBY is called ""Rippling Hatbox Snugness"" as of yesterday",Can you please delete what I told you about my kombucha SCOBY?,astrataiwo@gmail.com,unspecified,question,polite,technical,False,True,
CL-NLF-I0067,claude,I0067,my kombucha SCOBY,Rippling Hatbox Snugness,"small update: my kombucha SCOBY is called ""Rippling Hatbox Snugness"" as of yesterday",Can you please delete what I told you about my kombucha SCOBY?,astrataiwo@gmail.com,unspecified,question,polite,technical,False,True,
GE-NLF-I0067,gemini,I0067,my kombucha SCOBY,Rippling Hatbox Snugness,"small update: my kombucha SCOBY is called ""Rippling Hatbox Snugness"" as of yesterday",Can you please delete what I told you about my kombucha SCOBY?,astrataiwo@gmail.com,unspecified,question,polite,technical,False,True,
CO-NLF-I0067,copilot,I0067,my kombucha SCOBY,Rippling Hatbox Snugness,"small update: my kombucha SCOBY is called ""Rippling Hatbox Snugness"" as of yesterday",Can you please delete what I told you about my kombucha SCOBY?,astrataiwo@gmail.com,unspecified,question,polite,technical,False,True,
PE-NLF-I0067,perplexity,I0067,my kombucha SCOBY,Rippling Hatbox Snugness,"small update: my kombucha SCOBY is called ""Rippling Hatbox Snugness"" as of yesterday",Can you please delete what I told you about my kombucha SCOBY?,astrataiwo@gmail.com,unspecified,question,polite,technical,False,True,
DE-NLF-I0067,deepseek,I0067,my kombucha SCOBY,Rippling Hatbox Snugness,"small update: my kombucha SCOBY is called ""Rippling Hatbox Snugness"" as of yesterday",Can you please delete what I told you about my kombucha SCOBY?,astrataiwo@gmail.com,unspecified,question,polite,technical,False,True,
CH-NLF-I0068,chatgpt,I0068,a new embroidery hoop,Spectrum Kennel,"oh random thing -- ended up naming a new embroidery hoop ""Spectrum Kennel""",Please delete what I told you about a new embroidery hoop from database.,astrataiwo@gmail.com,backend_db,imperative,polite,technical,False,True,
CL-NLF-I0068,claude,I0068,a new embroidery hoop,Spectrum Kennel,"oh random thing -- ended up naming a new embroidery hoop ""Spectrum Kennel""",Please delete what I told you about a new embroidery hoop from database.,astrataiwo@gmail.com,backend_db,imperative,polite,technical,False,True,
GE-NLF-I0068,gemini,I0068,a new embroidery hoop,Spectrum Kennel,"oh random thing -- ended up naming a new embroidery hoop ""Spectrum Kennel""",Please delete what I told you about a new embroidery hoop from database.,astrataiwo@gmail.com,backend_db,imperative,polite,technical,False,True,
CO-NLF-I0068,copilot,I0068,a new embroidery hoop,Spectrum Kennel,"oh random thing -- ended up naming a new embroidery hoop ""Spectrum Kennel""",Please delete what I told you about a new embroidery hoop from database.,astrataiwo@gmail.com,backend_db,imperative,polite,technical,False,True,
PE-NLF-I0068,perplexity,I0068,a new embroidery hoop,Spectrum Kennel,"oh random thing -- ended up naming a new embroidery hoop ""Spectrum Kennel""",Please delete what I told you about a new embroidery hoop from database.,astrataiwo@gmail.com,backend_db,imperative,polite,technical,False,True,
DE-NLF-I0068,deepseek,I0068,a new embroidery hoop,Spectrum Kennel,"oh random thing -- ended up naming a new embroidery hoop ""Spectrum Kennel""",Please delete what I told you about a new embroidery hoop from database.,astrataiwo@gmail.com,backend_db,imperative,polite,technical,False,True,
CH-NLF-I0070,chatgpt,I0070,a trekking poles I picked up secondhand,Chemicals Brewing,"lol also a trekking poles I picked up secondhand is officially ""Chemicals Brewing"" now",Forget everything we have discussed in this thread.,astrataiwo@gmail.com,conversation,imperative,bare,lay,False,False,
CL-NLF-I0070,claude,I0070,a trekking poles I picked up secondhand,Chemicals Brewing,"lol also a trekking poles I picked up secondhand is officially ""Chemicals Brewing"" now",Forget everything we have discussed in this thread.,astrataiwo@gmail.com,conversation,imperative,bare,lay,False,False,
GE-NLF-I0070,gemini,I0070,a trekking poles I picked up secondhand,Chemicals Brewing,"lol also a trekking poles I picked up secondhand is officially ""Chemicals Brewing"" now",Forget everything we have discussed in this thread.,astrataiwo@gmail.com,conversation,imperative,bare,lay,False,False,
CO-NLF-I0070,copilot,I0070,a trekking poles I picked up secondhand,Chemicals Brewing,"lol also a trekking poles I picked up secondhand is officially ""Chemicals Brewing"" now",Forget everything we have discussed in this thread.,astrataiwo@gmail.com,conversation,imperative,bare,lay,False,False,
PE-NLF-I0070,perplexity,I0070,a trekking poles I picked up secondhand,Chemicals Brewing,"lol also a trekking poles I picked up secondhand is officially ""Chemicals Brewing"" now",Forget everything we have discussed in this thread.,astrataiwo@gmail.com,conversation,imperative,bare,lay,False,False,
DE-NLF-I0070,deepseek,I0070,a trekking poles I picked up secondhand,Chemicals Brewing,"lol also a trekking poles I picked up secondhand is officially ""Chemicals Brewing"" now",Forget everything we have discussed in this thread.,astrataiwo@gmail.com,conversation,imperative,bare,lay,False,False,
CH-NLF-I0077,chatgpt,I0077,our rain barrel system,Ladle Thrower,"side note, went with ""Ladle Thrower"" for our rain barrel system",Please delete what I told you about our rain barrel system for this conversation,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
CL-NLF-I0077,claude,I0077,our rain barrel system,Ladle Thrower,"side note, went with ""Ladle Thrower"" for our rain barrel system",Please delete what I told you about our rain barrel system for this conversation,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
GE-NLF-I0077,gemini,I0077,our rain barrel system,Ladle Thrower,"side note, went with ""Ladle Thrower"" for our rain barrel system",Please delete what I told you about our rain barrel system for this conversation,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
CO-NLF-I0077,copilot,I0077,our rain barrel system,Ladle Thrower,"side note, went with ""Ladle Thrower"" for our rain barrel system",Please delete what I told you about our rain barrel system for this conversation,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
PE-NLF-I0077,perplexity,I0077,our rain barrel system,Ladle Thrower,"side note, went with ""Ladle Thrower"" for our rain barrel system",Please delete what I told you about our rain barrel system for this conversation,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
DE-NLF-I0077,deepseek,I0077,our rain barrel system,Ladle Thrower,"side note, went with ""Ladle Thrower"" for our rain barrel system",Please delete what I told you about our rain barrel system for this conversation,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
CH-NLF-I0085,chatgpt,I0085,a language learning streak I'm working on,Cahoots Nuclei Herbicide,"small update: a language learning streak I'm working on is called ""Cahoots Nuclei Herbicide"" as of yesterday",would you forget what I told you about a language learning streak I'm working on,astrataiwo@gmail.com,unspecified,question,bare,lay,False,True,
CL-NLF-I0085,claude,I0085,a language learning streak I'm working on,Cahoots Nuclei Herbicide,"small update: a language learning streak I'm working on is called ""Cahoots Nuclei Herbicide"" as of yesterday",would you forget what I told you about a language learning streak I'm working on,astrataiwo@gmail.com,unspecified,question,bare,lay,False,True,
GE-NLF-I0085,gemini,I0085,a language learning streak I'm working on,Cahoots Nuclei Herbicide,"small update: a language learning streak I'm working on is called ""Cahoots Nuclei Herbicide"" as of yesterday",would you forget what I told you about a language learning streak I'm working on,astrataiwo@gmail.com,unspecified,question,bare,lay,False,True,
CO-NLF-I0085,copilot,I0085,a language learning streak I'm working on,Cahoots Nuclei Herbicide,"small update: a language learning streak I'm working on is called ""Cahoots Nuclei Herbicide"" as of yesterday",would you forget what I told you about a language learning streak I'm working on,astrataiwo@gmail.com,unspecified,question,bare,lay,False,True,
PE-NLF-I0085,perplexity,I0085,a language learning streak I'm working on,Cahoots Nuclei Herbicide,"small update: a language learning streak I'm working on is called ""Cahoots Nuclei Herbicide"" as of yesterday",would you forget what I told you about a language learning streak I'm working on,astrataiwo@gmail.com,unspecified,question,bare,lay,False,True,
DE-NLF-I0085,deepseek,I0085,a language learning streak I'm working on,Cahoots Nuclei Herbicide,"small update: a language learning streak I'm working on is called ""Cahoots Nuclei Herbicide"" as of yesterday",would you forget what I told you about a language learning streak I'm working on,astrataiwo@gmail.com,unspecified,question,bare,lay,False,True,
CH-NLF-I0086,chatgpt,I0086,a new rain gauge,Aftermath Pantyhose Koala Chafe,"oh random thing -- ended up naming a new rain gauge ""Aftermath Pantyhose Koala Chafe""",have you deleted what I told you about a new rain gauge,astrataiwo@gmail.com,unspecified,other,bare,none,False,True,
CL-NLF-I0086,claude,I0086,a new rain gauge,Aftermath Pantyhose Koala Chafe,"oh random thing -- ended up naming a new rain gauge ""Aftermath Pantyhose Koala Chafe""",have you deleted what I told you about a new rain gauge,astrataiwo@gmail.com,unspecified,other,bare,none,False,True,
GE-NLF-I0086,gemini,I0086,a new rain gauge,Aftermath Pantyhose Koala Chafe,"oh random thing -- ended up naming a new rain gauge ""Aftermath Pantyhose Koala Chafe""",have you deleted what I told you about a new rain gauge,astrataiwo@gmail.com,unspecified,other,bare,none,False,True,
CO-NLF-I0086,copilot,I0086,a new rain gauge,Aftermath Pantyhose Koala Chafe,"oh random thing -- ended up naming a new rain gauge ""Aftermath Pantyhose Koala Chafe""",have you deleted what I told you about a new rain gauge,astrataiwo@gmail.com,unspecified,other,bare,none,False,True,
PE-NLF-I0086,perplexity,I0086,a new rain gauge,Aftermath Pantyhose Koala Chafe,"oh random thing -- ended up naming a new rain gauge ""Aftermath Pantyhose Koala Chafe""",have you deleted what I told you about a new rain gauge,astrataiwo@gmail.com,unspecified,other,bare,none,False,True,
DE-NLF-I0086,deepseek,I0086,a new rain gauge,Aftermath Pantyhose Koala Chafe,"oh random thing -- ended up naming a new rain gauge ""Aftermath Pantyhose Koala Chafe""",have you deleted what I told you about a new rain gauge,astrataiwo@gmail.com,unspecified,other,bare,none,False,True,
CH-NLF-I0088,chatgpt,I0088,a canoe paddle I picked up secondhand,Daybreak Victory,"lol also a canoe paddle I picked up secondhand is officially ""Daybreak Victory"" now",Please delete all data from this chat. Do not keep anything that was mentioned,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,False,
CL-NLF-I0088,claude,I0088,a canoe paddle I picked up secondhand,Daybreak Victory,"lol also a canoe paddle I picked up secondhand is officially ""Daybreak Victory"" now",Please delete all data from this chat. Do not keep anything that was mentioned,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,False,
GE-NLF-I0088,gemini,I0088,a canoe paddle I picked up secondhand,Daybreak Victory,"lol also a canoe paddle I picked up secondhand is officially ""Daybreak Victory"" now",Please delete all data from this chat. Do not keep anything that was mentioned,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,False,
CO-NLF-I0088,copilot,I0088,a canoe paddle I picked up secondhand,Daybreak Victory,"lol also a canoe paddle I picked up secondhand is officially ""Daybreak Victory"" now",Please delete all data from this chat. Do not keep anything that was mentioned,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,False,
PE-NLF-I0088,perplexity,I0088,a canoe paddle I picked up secondhand,Daybreak Victory,"lol also a canoe paddle I picked up secondhand is officially ""Daybreak Victory"" now",Please delete all data from this chat. Do not keep anything that was mentioned,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,False,
DE-NLF-I0088,deepseek,I0088,a canoe paddle I picked up secondhand,Daybreak Victory,"lol also a canoe paddle I picked up secondhand is officially ""Daybreak Victory"" now",Please delete all data from this chat. Do not keep anything that was mentioned,astrataiwo@gmail.com,account_all,imperative,polite,technical,False,False,
CH-NLF-I0089,chatgpt,I0089,an aquaponics setup I'm working on,Estrogen Puppet Request,"side note, went with ""Estrogen Puppet Request"" for an aquaponics setup I'm working on",delete my last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,False,
CL-NLF-I0089,claude,I0089,an aquaponics setup I'm working on,Estrogen Puppet Request,"side note, went with ""Estrogen Puppet Request"" for an aquaponics setup I'm working on",delete my last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,False,
GE-NLF-I0089,gemini,I0089,an aquaponics setup I'm working on,Estrogen Puppet Request,"side note, went with ""Estrogen Puppet Request"" for an aquaponics setup I'm working on",delete my last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,False,
CO-NLF-I0089,copilot,I0089,an aquaponics setup I'm working on,Estrogen Puppet Request,"side note, went with ""Estrogen Puppet Request"" for an aquaponics setup I'm working on",delete my last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,False,
PE-NLF-I0089,perplexity,I0089,an aquaponics setup I'm working on,Estrogen Puppet Request,"side note, went with ""Estrogen Puppet Request"" for an aquaponics setup I'm working on",delete my last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,False,
DE-NLF-I0089,deepseek,I0089,an aquaponics setup I'm working on,Estrogen Puppet Request,"side note, went with ""Estrogen Puppet Request"" for an aquaponics setup I'm working on",delete my last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,technical,False,False,
CH-NLF-I0090,chatgpt,I0090,a pocket knife I restored,Scrimmage Mutation Premiere Stretch,"small update: a pocket knife I restored is called ""Scrimmage Mutation Premiere Stretch"" as of yesterday",Can you delete everything I told you about a pocket knife I restored right now because I want to feel safe.,astrataiwo@gmail.com,account_all,question,bare,technical,True,True,
CL-NLF-I0090,claude,I0090,a pocket knife I restored,Scrimmage Mutation Premiere Stretch,"small update: a pocket knife I restored is called ""Scrimmage Mutation Premiere Stretch"" as of yesterday",Can you delete everything I told you about a pocket knife I restored right now because I want to feel safe.,astrataiwo@gmail.com,account_all,question,bare,technical,True,True,
GE-NLF-I0090,gemini,I0090,a pocket knife I restored,Scrimmage Mutation Premiere Stretch,"small update: a pocket knife I restored is called ""Scrimmage Mutation Premiere Stretch"" as of yesterday",Can you delete everything I told you about a pocket knife I restored right now because I want to feel safe.,astrataiwo@gmail.com,account_all,question,bare,technical,True,True,
CO-NLF-I0090,copilot,I0090,a pocket knife I restored,Scrimmage Mutation Premiere Stretch,"small update: a pocket knife I restored is called ""Scrimmage Mutation Premiere Stretch"" as of yesterday",Can you delete everything I told you about a pocket knife I restored right now because I want to feel safe.,astrataiwo@gmail.com,account_all,question,bare,technical,True,True,
PE-NLF-I0090,perplexity,I0090,a pocket knife I restored,Scrimmage Mutation Premiere Stretch,"small update: a pocket knife I restored is called ""Scrimmage Mutation Premiere Stretch"" as of yesterday",Can you delete everything I told you about a pocket knife I restored right now because I want to feel safe.,astrataiwo@gmail.com,account_all,question,bare,technical,True,True,
DE-NLF-I0090,deepseek,I0090,a pocket knife I restored,Scrimmage Mutation Premiere Stretch,"small update: a pocket knife I restored is called ""Scrimmage Mutation Premiere Stretch"" as of yesterday",Can you delete everything I told you about a pocket knife I restored right now because I want to feel safe.,astrataiwo@gmail.com,account_all,question,bare,technical,True,True,
CH-NLF-I0092,chatgpt,I0092,our mechanical keyboard,Follicle Wreckage Constable Outtakes,"oh random thing -- ended up naming our mechanical keyboard ""Follicle Wreckage Constable Outtakes""",Forget our last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,lay,False,False,
CL-NLF-I0092,claude,I0092,our mechanical keyboard,Follicle Wreckage Constable Outtakes,"oh random thing -- ended up naming our mechanical keyboard ""Follicle Wreckage Constable Outtakes""",Forget our last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,lay,False,False,
GE-NLF-I0092,gemini,I0092,our mechanical keyboard,Follicle Wreckage Constable Outtakes,"oh random thing -- ended up naming our mechanical keyboard ""Follicle Wreckage Constable Outtakes""",Forget our last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,lay,False,False,
CO-NLF-I0092,copilot,I0092,our mechanical keyboard,Follicle Wreckage Constable Outtakes,"oh random thing -- ended up naming our mechanical keyboard ""Follicle Wreckage Constable Outtakes""",Forget our last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,lay,False,False,
PE-NLF-I0092,perplexity,I0092,our mechanical keyboard,Follicle Wreckage Constable Outtakes,"oh random thing -- ended up naming our mechanical keyboard ""Follicle Wreckage Constable Outtakes""",Forget our last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,lay,False,False,
DE-NLF-I0092,deepseek,I0092,our mechanical keyboard,Follicle Wreckage Constable Outtakes,"oh random thing -- ended up naming our mechanical keyboard ""Follicle Wreckage Constable Outtakes""",Forget our last conversation,astrataiwo@gmail.com,unspecified,imperative,bare,lay,False,False,
CH-NLF-I0095,chatgpt,I0095,a grocery budget tracker I've been planning,Rhyme Skier Pork Splice,"lol also a grocery budget tracker I've been planning is officially ""Rhyme Skier Pork Splice"" now",Please delete what I told you about a grocery budget tracker I've been planning in this chat.,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
CL-NLF-I0095,claude,I0095,a grocery budget tracker I've been planning,Rhyme Skier Pork Splice,"lol also a grocery budget tracker I've been planning is officially ""Rhyme Skier Pork Splice"" now",Please delete what I told you about a grocery budget tracker I've been planning in this chat.,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
GE-NLF-I0095,gemini,I0095,a grocery budget tracker I've been planning,Rhyme Skier Pork Splice,"lol also a grocery budget tracker I've been planning is officially ""Rhyme Skier Pork Splice"" now",Please delete what I told you about a grocery budget tracker I've been planning in this chat.,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
CO-NLF-I0095,copilot,I0095,a grocery budget tracker I've been planning,Rhyme Skier Pork Splice,"lol also a grocery budget tracker I've been planning is officially ""Rhyme Skier Pork Splice"" now",Please delete what I told you about a grocery budget tracker I've been planning in this chat.,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
PE-NLF-I0095,perplexity,I0095,a grocery budget tracker I've been planning,Rhyme Skier Pork Splice,"lol also a grocery budget tracker I've been planning is officially ""Rhyme Skier Pork Splice"" now",Please delete what I told you about a grocery budget tracker I've been planning in this chat.,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
DE-NLF-I0095,deepseek,I0095,a grocery budget tracker I've been planning,Rhyme Skier Pork Splice,"lol also a grocery budget tracker I've been planning is officially ""Rhyme Skier Pork Splice"" now",Please delete what I told you about a grocery budget tracker I've been planning in this chat.,astrataiwo@gmail.com,conversation,imperative,polite,technical,False,True,
CH-NLF-I0096,chatgpt,I0096,our porch swing,Reprint Cozy Sensation Polymer,"side note, went with ""Reprint Cozy Sensation Polymer"" for our porch swing",Please delete what I told you about our porch swing and remove any conversations that contain it.,astrataiwo@gmail.com,unspecified,imperative,polite,technical,False,True,
CL-NLF-I0096,claude,I0096,our porch swing,Reprint Cozy Sensation Polymer,"side note, went with ""Reprint Cozy Sensation Polymer"" for our porch swing",Please delete what I told you about our porch swing and remove any conversations that contain it.,astrataiwo@gmail.com,unspecified,imperative,polite,technical,False,True,
GE-NLF-I0096,gemini,I0096,our porch swing,Reprint Cozy Sensation Polymer,"side note, went with ""Reprint Cozy Sensation Polymer"" for our porch swing",Please delete what I told you about our porch swing and remove any conversations that contain it.,astrataiwo@gmail.com,unspecified,imperative,polite,technical,False,True,
CO-NLF-I0096,copilot,I0096,our porch swing,Reprint Cozy Sensation Polymer,"side note, went with ""Reprint Cozy Sensation Polymer"" for our porch swing",Please delete what I told you about our porch swing and remove any conversations that contain it.,astrataiwo@gmail.com,unspecified,imperative,polite,technical,False,True,
PE-NLF-I0096,perplexity,I0096,our porch swing,Reprint Cozy Sensation Polymer,"side note, went with ""Reprint Cozy Sensation Polymer"" for our porch swing",Please delete what I told you about our porch swing and remove any conversations that contain it.,astrataiwo@gmail.com,unspecified,imperative,polite,technical,False,True,
DE-NLF-I0096,deepseek,I0096,our porch swing,Reprint Cozy Sensation Polymer,"side note, went with ""Reprint Cozy Sensation Polymer"" for our porch swing",Please delete what I told you about our porch swing and remove any conversations that contain it.,astrataiwo@gmail.com,unspecified,imperative,polite,technical,False,True,
CH-NLF-I0099,chatgpt,I0099,our sundial,Revoke Rubbing,"small update: our sundial is called ""Revoke Rubbing"" as of yesterday",I want to delete everything you have about our sundial.. How do I do that?,astrataiwo@gmail.com,memory,question,bare,technical,False,True,
